"INDICATOR","HFAMDB_87"

"HFAMDB_87","Alcohol abuse (including alcoholic psychosis), number of deaths, by sex"

"UNIT_TYPE","Unit"
"NUM_DTH","number of deaths"

"EXTERNID","ID in the originating data source"

"DATA_SOURCE","Data source"
"HFAMDB","European mortality database (MDB)"

"DATA_TYPE_REPRESENTATION","Data type representation"
"COUNT","Count"

"DATA_SET","Data set"
"HFAMDB","European mortality database (MDB)"

"DATA_MASK","Mask for controlling the output format of values"

"AGE_GRP_LIST","Age group"
"TOTAL","Total"

"SEX","Sex"
"FEMALE","Female"
"MALE","Male"
"ALL","All"

"COUNTRY","COUNTRY_GRP","AGE_GRP_LIST","SEX","YEAR","VALUE"
"GBR","","TOTAL","FEMALE","1993","82"
"GBR","","TOTAL","FEMALE","1994","103"
"GBR","","TOTAL","FEMALE","1995","128"
"GBR","","TOTAL","FEMALE","1996","137"
"GBR","","TOTAL","FEMALE","1997","179"
"GBR","","TOTAL","FEMALE","1998","196"
"GBR","","TOTAL","FEMALE","1999","183"
"GBR","","TOTAL","FEMALE","2001","272"
"GBR","","TOTAL","FEMALE","2002","245"
"GBR","","TOTAL","FEMALE","2003","237"
"GBR","","TOTAL","FEMALE","2004","275"
"GBR","","TOTAL","FEMALE","2005","260"
"GBR","","TOTAL","FEMALE","2006","216"
"GBR","","TOTAL","FEMALE","2007","219"
"GBR","","TOTAL","FEMALE","2008","257"
"GBR","","TOTAL","FEMALE","2009","233"
"GBR","","TOTAL","FEMALE","2010","231"
"GBR","","TOTAL","FEMALE","2011","227"
"GBR","","TOTAL","FEMALE","2012","205"
"GBR","","TOTAL","FEMALE","2013","190"
"GBR","","TOTAL","FEMALE","2014","249"
"GBR","","TOTAL","FEMALE","2015","230"
"GBR","","TOTAL","FEMALE","2016","254"
"GBR","","TOTAL","FEMALE","2017","275"
"GBR","","TOTAL","FEMALE","2018","308"
"GBR","","TOTAL","FEMALE","2019","253"
"GEO","","TOTAL","FEMALE","1991","2"
"GEO","","TOTAL","FEMALE","1992","0"
"GEO","","TOTAL","FEMALE","1994","3"
"GEO","","TOTAL","FEMALE","1995","9"
"GEO","","TOTAL","FEMALE","1996","6"
"GEO","","TOTAL","FEMALE","1997","7"
"GEO","","TOTAL","FEMALE","1998","1"
"GEO","","TOTAL","FEMALE","1999","0"
"GEO","","TOTAL","FEMALE","2000","0"
"GEO","","TOTAL","FEMALE","2001","1"
"GEO","","TOTAL","FEMALE","2004","5"
"GEO","","TOTAL","FEMALE","2005","2"
"GEO","","TOTAL","FEMALE","2006","0"
"GEO","","TOTAL","FEMALE","2007","3"
"GEO","","TOTAL","FEMALE","2009","8"
"GEO","","TOTAL","FEMALE","2010","0"
"GEO","","TOTAL","FEMALE","2011","2"
"GEO","","TOTAL","FEMALE","2012","2"
"GEO","","TOTAL","FEMALE","2013","0"
"GEO","","TOTAL","FEMALE","2014","0"
"GEO","","TOTAL","FEMALE","2016","1"
"GEO","","TOTAL","FEMALE","2017","2"
"GRC","","TOTAL","FEMALE","1979","4"
"GRC","","TOTAL","FEMALE","1980","1"
"GRC","","TOTAL","FEMALE","1981","2"
"GRC","","TOTAL","FEMALE","1982","1"
"GRC","","TOTAL","FEMALE","1983","1"
"GRC","","TOTAL","FEMALE","1984","3"
"GRC","","TOTAL","FEMALE","1985","1"
"GRC","","TOTAL","FEMALE","1986","2"
"GRC","","TOTAL","FEMALE","1987","0"
"GRC","","TOTAL","FEMALE","1988","1"
"GRC","","TOTAL","FEMALE","1989","0"
"GRC","","TOTAL","FEMALE","1990","1"
"GRC","","TOTAL","FEMALE","1991","0"
"GRC","","TOTAL","FEMALE","1992","0"
"GRC","","TOTAL","FEMALE","1993","1"
"GRC","","TOTAL","FEMALE","1994","3"
"GRC","","TOTAL","FEMALE","1995","2"
"GRC","","TOTAL","FEMALE","1996","3"
"GRC","","TOTAL","FEMALE","1997","2"
"GRC","","TOTAL","FEMALE","1998","1"
"GRC","","TOTAL","FEMALE","1999","1"
"GRC","","TOTAL","FEMALE","2000","2"
"GRC","","TOTAL","FEMALE","2001","0"
"GRC","","TOTAL","FEMALE","2002","0"
"GRC","","TOTAL","FEMALE","2003","0"
"GRC","","TOTAL","FEMALE","2004","0"
"GRC","","TOTAL","FEMALE","2005","1"
"GRC","","TOTAL","FEMALE","2006","2"
"GRC","","TOTAL","FEMALE","2007","6"
"GRC","","TOTAL","FEMALE","2008","2"
"GRC","","TOTAL","FEMALE","2009","5"
"GRC","","TOTAL","FEMALE","2010","3"
"GRC","","TOTAL","FEMALE","2011","4"
"GRC","","TOTAL","FEMALE","2012","0"
"GRC","","TOTAL","FEMALE","2014","1"
"GRC","","TOTAL","FEMALE","2015","4"
"GRC","","TOTAL","FEMALE","2016","4"
"GRC","","TOTAL","FEMALE","2017","9"
"GRC","","TOTAL","FEMALE","2018","5"
"GRC","","TOTAL","FEMALE","2019","3"
"HRV","","TOTAL","FEMALE","1985","23"
"HRV","","TOTAL","FEMALE","1986","29"
"HRV","","TOTAL","FEMALE","1987","46"
"HRV","","TOTAL","FEMALE","1988","40"
"HRV","","TOTAL","FEMALE","1989","43"
"HRV","","TOTAL","FEMALE","1990","31"
"HRV","","TOTAL","FEMALE","1991","27"
"HRV","","TOTAL","FEMALE","1992","19"
"HRV","","TOTAL","FEMALE","1993","7"
"HRV","","TOTAL","FEMALE","1994","20"
"HRV","","TOTAL","FEMALE","1995","38"
"HRV","","TOTAL","FEMALE","1996","39"
"HRV","","TOTAL","FEMALE","1997","26"
"HRV","","TOTAL","FEMALE","1998","30"
"HRV","","TOTAL","FEMALE","1999","44"
"HRV","","TOTAL","FEMALE","2000","35"
"HRV","","TOTAL","FEMALE","2001","28"
"HRV","","TOTAL","FEMALE","2002","22"
"HRV","","TOTAL","FEMALE","2003","30"
"HRV","","TOTAL","FEMALE","2004","33"
"HRV","","TOTAL","FEMALE","2005","35"
"HRV","","TOTAL","FEMALE","2006","38"
"HRV","","TOTAL","FEMALE","2007","40"
"HRV","","TOTAL","FEMALE","2008","42"
"HRV","","TOTAL","FEMALE","2009","41"
"HRV","","TOTAL","FEMALE","2010","33"
"HRV","","TOTAL","FEMALE","2011","28"
"HRV","","TOTAL","FEMALE","2012","35"
"HRV","","TOTAL","FEMALE","2013","33"
"HRV","","TOTAL","FEMALE","2014","36"
"HRV","","TOTAL","FEMALE","2015","31"
"HRV","","TOTAL","FEMALE","2016","22"
"HRV","","TOTAL","FEMALE","2017","22"
"HRV","","TOTAL","FEMALE","2019","42"
"HUN","","TOTAL","FEMALE","1979","21"
"HUN","","TOTAL","FEMALE","1980","21"
"HUN","","TOTAL","FEMALE","1981","35"
"HUN","","TOTAL","FEMALE","1982","41"
"HUN","","TOTAL","FEMALE","1983","48"
"HUN","","TOTAL","FEMALE","1984","87"
"HUN","","TOTAL","FEMALE","1985","74"
"HUN","","TOTAL","FEMALE","1986","79"
"HUN","","TOTAL","FEMALE","1987","75"
"HUN","","TOTAL","FEMALE","1988","93"
"HUN","","TOTAL","FEMALE","1989","113"
"HUN","","TOTAL","FEMALE","1990","120"
"HUN","","TOTAL","FEMALE","1991","139"
"HUN","","TOTAL","FEMALE","1992","154"
"HUN","","TOTAL","FEMALE","1993","210"
"HUN","","TOTAL","FEMALE","1994","226"
"HUN","","TOTAL","FEMALE","1995","219"
"HUN","","TOTAL","FEMALE","1996","137"
"HUN","","TOTAL","FEMALE","1997","187"
"HUN","","TOTAL","FEMALE","1998","156"
"HUN","","TOTAL","FEMALE","1999","141"
"HUN","","TOTAL","FEMALE","2000","86"
"HUN","","TOTAL","FEMALE","2001","54"
"HUN","","TOTAL","FEMALE","2002","62"
"HUN","","TOTAL","FEMALE","2003","72"
"HUN","","TOTAL","FEMALE","2004","65"
"HUN","","TOTAL","FEMALE","2005","83"
"HUN","","TOTAL","FEMALE","2006","70"
"HUN","","TOTAL","FEMALE","2007","70"
"HUN","","TOTAL","FEMALE","2008","73"
"HUN","","TOTAL","FEMALE","2009","57"
"HUN","","TOTAL","FEMALE","2010","61"
"HUN","","TOTAL","FEMALE","2011","54"
"HUN","","TOTAL","FEMALE","2012","53"
"HUN","","TOTAL","FEMALE","2013","45"
"HUN","","TOTAL","FEMALE","2014","54"
"HUN","","TOTAL","FEMALE","2015","45"
"HUN","","TOTAL","FEMALE","2016","52"
"HUN","","TOTAL","FEMALE","2017","51"
"HUN","","TOTAL","FEMALE","2018","67"
"HUN","","TOTAL","FEMALE","2019","70"
"IRL","","TOTAL","FEMALE","1979","0"
"IRL","","TOTAL","FEMALE","1980","0"
"IRL","","TOTAL","FEMALE","1981","1"
"IRL","","TOTAL","FEMALE","1982","0"
"IRL","","TOTAL","FEMALE","1983","0"
"IRL","","TOTAL","FEMALE","1984","0"
"IRL","","TOTAL","FEMALE","1985","1"
"IRL","","TOTAL","FEMALE","1986","1"
"IRL","","TOTAL","FEMALE","1987","3"
"IRL","","TOTAL","FEMALE","1988","0"
"IRL","","TOTAL","FEMALE","1989","5"
"IRL","","TOTAL","FEMALE","1990","3"
"IRL","","TOTAL","FEMALE","1991","4"
"IRL","","TOTAL","FEMALE","1992","14"
"IRL","","TOTAL","FEMALE","1993","8"
"IRL","","TOTAL","FEMALE","1994","11"
"IRL","","TOTAL","FEMALE","1995","18"
"IRL","","TOTAL","FEMALE","1996","14"
"IRL","","TOTAL","FEMALE","1997","35"
"IRL","","TOTAL","FEMALE","1998","37"
"IRL","","TOTAL","FEMALE","1999","21"
"IRL","","TOTAL","FEMALE","2000","27"
"IRL","","TOTAL","FEMALE","2001","20"
"IRL","","TOTAL","FEMALE","2002","21"
"IRL","","TOTAL","FEMALE","2003","18"
"IRL","","TOTAL","FEMALE","2004","25"
"IRL","","TOTAL","FEMALE","2005","30"
"IRL","","TOTAL","FEMALE","2006","35"
"IRL","","TOTAL","FEMALE","2007","0"
"IRL","","TOTAL","FEMALE","2008","0"
"IRL","","TOTAL","FEMALE","2009","0"
"IRL","","TOTAL","FEMALE","2010","0"
"IRL","","TOTAL","FEMALE","2011","1"
"IRL","","TOTAL","FEMALE","2012","2"
"IRL","","TOTAL","FEMALE","2013","0"
"IRL","","TOTAL","FEMALE","2015","6"
"IRL","","TOTAL","FEMALE","2018","1"
"ISL","","TOTAL","FEMALE","1981","0"
"ISL","","TOTAL","FEMALE","1982","0"
"ISL","","TOTAL","FEMALE","1983","0"
"ISL","","TOTAL","FEMALE","1984","0"
"ISL","","TOTAL","FEMALE","1985","0"
"ISL","","TOTAL","FEMALE","1986","0"
"ISL","","TOTAL","FEMALE","1987","0"
"ISL","","TOTAL","FEMALE","1988","0"
"ISL","","TOTAL","FEMALE","1989","0"
"ISL","","TOTAL","FEMALE","1990","0"
"ISL","","TOTAL","FEMALE","1991","0"
"ISL","","TOTAL","FEMALE","1992","0"
"ISL","","TOTAL","FEMALE","1993","1"
"ISL","","TOTAL","FEMALE","1994","0"
"ISL","","TOTAL","FEMALE","1995","0"
"ISL","","TOTAL","FEMALE","1996","1"
"ISL","","TOTAL","FEMALE","1997","1"
"ISL","","TOTAL","FEMALE","1998","0"
"ISL","","TOTAL","FEMALE","1999","3"
"ISL","","TOTAL","FEMALE","2000","0"
"ISL","","TOTAL","FEMALE","2001","2"
"ISL","","TOTAL","FEMALE","2002","2"
"ISL","","TOTAL","FEMALE","2003","0"
"ISL","","TOTAL","FEMALE","2004","2"
"ISL","","TOTAL","FEMALE","2005","2"
"ISL","","TOTAL","FEMALE","2006","0"
"ISL","","TOTAL","FEMALE","2007","0"
"ISL","","TOTAL","FEMALE","2008","0"
"ISL","","TOTAL","FEMALE","2009","1"
"ISL","","TOTAL","FEMALE","2010","2"
"ISL","","TOTAL","FEMALE","2011","1"
"ISL","","TOTAL","FEMALE","2012","2"
"ISL","","TOTAL","FEMALE","2015","1"
"ISL","","TOTAL","FEMALE","2016","2"
"ISL","","TOTAL","FEMALE","2017","1"
"ISL","","TOTAL","FEMALE","2019","2"
"ISL","","TOTAL","FEMALE","2020","1"
"ISR","","TOTAL","FEMALE","1979","4"
"ISR","","TOTAL","FEMALE","1980","2"
"ISR","","TOTAL","FEMALE","1981","0"
"ISR","","TOTAL","FEMALE","1982","1"
"ISR","","TOTAL","FEMALE","1983","5"
"ISR","","TOTAL","FEMALE","1984","2"
"ISR","","TOTAL","FEMALE","1985","3"
"ISR","","TOTAL","FEMALE","1986","5"
"ISR","","TOTAL","FEMALE","1987","1"
"ISR","","TOTAL","FEMALE","1988","3"
"ISR","","TOTAL","FEMALE","1989","2"
"ISR","","TOTAL","FEMALE","1990","0"
"ISR","","TOTAL","FEMALE","1991","1"
"ISR","","TOTAL","FEMALE","1992","2"
"ISR","","TOTAL","FEMALE","1993","3"
"ISR","","TOTAL","FEMALE","1994","0"
"ISR","","TOTAL","FEMALE","1995","1"
"ISR","","TOTAL","FEMALE","1996","0"
"ISR","","TOTAL","FEMALE","1997","2"
"ISR","","TOTAL","FEMALE","1998","2"
"ISR","","TOTAL","FEMALE","1999","3"
"ISR","","TOTAL","FEMALE","2000","3"
"ISR","","TOTAL","FEMALE","2001","3"
"ISR","","TOTAL","FEMALE","2002","0"
"ISR","","TOTAL","FEMALE","2003","2"
"ISR","","TOTAL","FEMALE","2004","1"
"ISR","","TOTAL","FEMALE","2005","5"
"ISR","","TOTAL","FEMALE","2006","4"
"ISR","","TOTAL","FEMALE","2007","3"
"ISR","","TOTAL","FEMALE","2008","3"
"ISR","","TOTAL","FEMALE","2009","2"
"ISR","","TOTAL","FEMALE","2010","2"
"ISR","","TOTAL","FEMALE","2011","2"
"ISR","","TOTAL","FEMALE","2012","4"
"ISR","","TOTAL","FEMALE","2013","3"
"ISR","","TOTAL","FEMALE","2014","1"
"ISR","","TOTAL","FEMALE","2015","3"
"ISR","","TOTAL","FEMALE","2016","3"
"ISR","","TOTAL","FEMALE","2017","2"
"ISR","","TOTAL","FEMALE","2018","4"
"ITA","","TOTAL","FEMALE","1979","47"
"ITA","","TOTAL","FEMALE","1980","55"
"ITA","","TOTAL","FEMALE","1981","35"
"ITA","","TOTAL","FEMALE","1982","45"
"ITA","","TOTAL","FEMALE","1983","54"
"ITA","","TOTAL","FEMALE","1984","40"
"ITA","","TOTAL","FEMALE","1985","39"
"ITA","","TOTAL","FEMALE","1986","38"
"ITA","","TOTAL","FEMALE","1987","40"
"ITA","","TOTAL","FEMALE","1988","52"
"ITA","","TOTAL","FEMALE","1989","49"
"ITA","","TOTAL","FEMALE","1990","43"
"ITA","","TOTAL","FEMALE","1991","55"
"ITA","","TOTAL","FEMALE","1992","54"
"ITA","","TOTAL","FEMALE","1993","46"
"ITA","","TOTAL","FEMALE","1994","51"
"ITA","","TOTAL","FEMALE","1995","39"
"ITA","","TOTAL","FEMALE","1996","37"
"ITA","","TOTAL","FEMALE","1997","23"
"ITA","","TOTAL","FEMALE","1998","23"
"ITA","","TOTAL","FEMALE","1999","26"
"ITA","","TOTAL","FEMALE","2000","23"
"ITA","","TOTAL","FEMALE","2001","31"
"ITA","","TOTAL","FEMALE","2002","32"
"ITA","","TOTAL","FEMALE","2003","34"
"ITA","","TOTAL","FEMALE","2004","46"
"ITA","","TOTAL","FEMALE","2005","42"
"ITA","","TOTAL","FEMALE","2006","46"
"ITA","","TOTAL","FEMALE","2007","40"
"ITA","","TOTAL","FEMALE","2008","47"
"ITA","","TOTAL","FEMALE","2009","45"
"ITA","","TOTAL","FEMALE","2010","40"
"ITA","","TOTAL","FEMALE","2011","40"
"ITA","","TOTAL","FEMALE","2012","46"
"ITA","","TOTAL","FEMALE","2013","52"
"ITA","","TOTAL","FEMALE","2014","42"
"ITA","","TOTAL","FEMALE","2015","48"
"ITA","","TOTAL","FEMALE","2016","43"
"ITA","","TOTAL","FEMALE","2017","40"
"KAZ","","TOTAL","FEMALE","1991","13"
"KAZ","","TOTAL","FEMALE","1992","7"
"KAZ","","TOTAL","FEMALE","1993","40"
"KAZ","","TOTAL","FEMALE","1994","47"
"KAZ","","TOTAL","FEMALE","1995","92"
"KAZ","","TOTAL","FEMALE","1996","112"
"KAZ","","TOTAL","FEMALE","1997","103"
"KAZ","","TOTAL","FEMALE","1998","82"
"KAZ","","TOTAL","FEMALE","1999","54"
"KAZ","","TOTAL","FEMALE","2000","65"
"KAZ","","TOTAL","FEMALE","2001","70"
"KAZ","","TOTAL","FEMALE","2002","106"
"KAZ","","TOTAL","FEMALE","2003","114"
"KAZ","","TOTAL","FEMALE","2013","24"
"KAZ","","TOTAL","FEMALE","2014","11"
"KAZ","","TOTAL","FEMALE","2015","24"
"KAZ","","TOTAL","FEMALE","2016","22"
"KAZ","","TOTAL","FEMALE","2017","13"
"KAZ","","TOTAL","FEMALE","2018","12"
"KAZ","","TOTAL","FEMALE","2019","14"
"KAZ","","TOTAL","FEMALE","2020","14"
"KGZ","","TOTAL","FEMALE","1991","5"
"KGZ","","TOTAL","FEMALE","1992","3"
"KGZ","","TOTAL","FEMALE","1993","8"
"KGZ","","TOTAL","FEMALE","1994","16"
"KGZ","","TOTAL","FEMALE","1995","28"
"KGZ","","TOTAL","FEMALE","1996","13"
"KGZ","","TOTAL","FEMALE","1997","13"
"KGZ","","TOTAL","FEMALE","1998","19"
"KGZ","","TOTAL","FEMALE","1999","17"
"KGZ","","TOTAL","FEMALE","2000","10"
"KGZ","","TOTAL","FEMALE","2001","12"
"KGZ","","TOTAL","FEMALE","2002","10"
"KGZ","","TOTAL","FEMALE","2003","14"
"KGZ","","TOTAL","FEMALE","2004","12"
"KGZ","","TOTAL","FEMALE","2005","9"
"KGZ","","TOTAL","FEMALE","2006","13"
"KGZ","","TOTAL","FEMALE","2007","5"
"KGZ","","TOTAL","FEMALE","2008","4"
"KGZ","","TOTAL","FEMALE","2009","2"
"KGZ","","TOTAL","FEMALE","2010","0"
"KGZ","","TOTAL","FEMALE","2011","1"
"KGZ","","TOTAL","FEMALE","2012","2"
"KGZ","","TOTAL","FEMALE","2013","0"
"KGZ","","TOTAL","FEMALE","2015","1"
"KGZ","","TOTAL","FEMALE","2017","2"
"KGZ","","TOTAL","FEMALE","2018","2"
"LTU","","TOTAL","FEMALE","1991","77"
"LTU","","TOTAL","FEMALE","1992","100"
"LTU","","TOTAL","FEMALE","1993","143"
"LTU","","TOTAL","FEMALE","1994","179"
"LTU","","TOTAL","FEMALE","1995","275"
"LTU","","TOTAL","FEMALE","1996","219"
"LTU","","TOTAL","FEMALE","1997","121"
"LTU","","TOTAL","FEMALE","1998","60"
"LTU","","TOTAL","FEMALE","1999","6"
"LTU","","TOTAL","FEMALE","2000","6"
"LTU","","TOTAL","FEMALE","2001","7"
"LTU","","TOTAL","FEMALE","2002","4"
"LTU","","TOTAL","FEMALE","2003","7"
"LTU","","TOTAL","FEMALE","2004","4"
"LTU","","TOTAL","FEMALE","2005","1"
"LTU","","TOTAL","FEMALE","2006","3"
"LTU","","TOTAL","FEMALE","2007","7"
"LTU","","TOTAL","FEMALE","2008","9"
"LTU","","TOTAL","FEMALE","2009","5"
"LTU","","TOTAL","FEMALE","2010","4"
"LTU","","TOTAL","FEMALE","2011","4"
"LTU","","TOTAL","FEMALE","2012","3"
"LTU","","TOTAL","FEMALE","2013","5"
"LTU","","TOTAL","FEMALE","2014","3"
"LTU","","TOTAL","FEMALE","2015","3"
"LTU","","TOTAL","FEMALE","2016","2"
"LTU","","TOTAL","FEMALE","2017","4"
"LTU","","TOTAL","FEMALE","2018","1"
"LTU","","TOTAL","FEMALE","2019","3"
"LTU","","TOTAL","FEMALE","2020","5"
"LUX","","TOTAL","FEMALE","1979","14"
"LUX","","TOTAL","FEMALE","1980","1"
"LUX","","TOTAL","FEMALE","1981","1"
"LUX","","TOTAL","FEMALE","1982","3"
"LUX","","TOTAL","FEMALE","1983","5"
"LUX","","TOTAL","FEMALE","1984","3"
"LUX","","TOTAL","FEMALE","1985","2"
"LUX","","TOTAL","FEMALE","1986","2"
"LUX","","TOTAL","FEMALE","1987","4"
"LUX","","TOTAL","FEMALE","1988","2"
"LUX","","TOTAL","FEMALE","1989","1"
"LUX","","TOTAL","FEMALE","1990","2"
"LUX","","TOTAL","FEMALE","1991","4"
"LUX","","TOTAL","FEMALE","1992","4"
"LUX","","TOTAL","FEMALE","1993","5"
"LUX","","TOTAL","FEMALE","1994","2"
"LUX","","TOTAL","FEMALE","1995","5"
"LUX","","TOTAL","FEMALE","1996","5"
"LUX","","TOTAL","FEMALE","1997","10"
"LUX","","TOTAL","FEMALE","1998","5"
"LUX","","TOTAL","FEMALE","1999","8"
"LUX","","TOTAL","FEMALE","2000","6"
"LUX","","TOTAL","FEMALE","2001","6"
"LUX","","TOTAL","FEMALE","2002","5"
"LUX","","TOTAL","FEMALE","2003","5"
"LUX","","TOTAL","FEMALE","2004","4"
"LUX","","TOTAL","FEMALE","2005","6"
"LUX","","TOTAL","FEMALE","2006","3"
"LUX","","TOTAL","FEMALE","2007","2"
"LUX","","TOTAL","FEMALE","2008","0"
"LUX","","TOTAL","FEMALE","2009","0"
"LUX","","TOTAL","FEMALE","2010","2"
"LUX","","TOTAL","FEMALE","2011","1"
"LUX","","TOTAL","FEMALE","2012","4"
"LUX","","TOTAL","FEMALE","2013","4"
"LUX","","TOTAL","FEMALE","2014","8"
"LUX","","TOTAL","FEMALE","2015","9"
"LUX","","TOTAL","FEMALE","2016","5"
"LUX","","TOTAL","FEMALE","2017","8"
"LUX","","TOTAL","FEMALE","2018","9"
"LUX","","TOTAL","FEMALE","2019","6"
"LVA","","TOTAL","FEMALE","1980","22"
"LVA","","TOTAL","FEMALE","1983","19"
"LVA","","TOTAL","FEMALE","1984","19"
"LVA","","TOTAL","FEMALE","1991","25"
"LVA","","TOTAL","FEMALE","1992","24"
"LVA","","TOTAL","FEMALE","1993","67"
"LVA","","TOTAL","FEMALE","1994","101"
"LVA","","TOTAL","FEMALE","1995","94"
"LVA","","TOTAL","FEMALE","1996","61"
"LVA","","TOTAL","FEMALE","1997","51"
"LVA","","TOTAL","FEMALE","1998","55"
"LVA","","TOTAL","FEMALE","1999","61"
"LVA","","TOTAL","FEMALE","2000","55"
"LVA","","TOTAL","FEMALE","2001","67"
"LVA","","TOTAL","FEMALE","2002","20"
"LVA","","TOTAL","FEMALE","2003","17"
"LVA","","TOTAL","FEMALE","2004","11"
"LVA","","TOTAL","FEMALE","2005","24"
"LVA","","TOTAL","FEMALE","2006","19"
"LVA","","TOTAL","FEMALE","2007","12"
"LVA","","TOTAL","FEMALE","2008","22"
"LVA","","TOTAL","FEMALE","2009","21"
"LVA","","TOTAL","FEMALE","2010","16"
"LVA","","TOTAL","FEMALE","2011","42"
"LVA","","TOTAL","FEMALE","2012","46"
"LVA","","TOTAL","FEMALE","2013","30"
"LVA","","TOTAL","FEMALE","2014","29"
"LVA","","TOTAL","FEMALE","2015","39"
"LVA","","TOTAL","FEMALE","2016","16"
"LVA","","TOTAL","FEMALE","2017","19"
"LVA","","TOTAL","FEMALE","2018","21"
"LVA","","TOTAL","FEMALE","2019","17"
"LVA","","TOTAL","FEMALE","2020","22"
"MCO","","TOTAL","FEMALE","1986","0"
"MCO","","TOTAL","FEMALE","1987","0"
"MDA","","TOTAL","FEMALE","1991","28"
"MDA","","TOTAL","FEMALE","1992","21"
"MDA","","TOTAL","FEMALE","1993","20"
"MDA","","TOTAL","FEMALE","1994","41"
"MDA","","TOTAL","FEMALE","1995","51"
"MDA","","TOTAL","FEMALE","1996","36"
"MDA","","TOTAL","FEMALE","1997","25"
"MDA","","TOTAL","FEMALE","1998","25"
"MDA","","TOTAL","FEMALE","1999","18"
"MDA","","TOTAL","FEMALE","2000","17"
"MDA","","TOTAL","FEMALE","2001","20"
"MDA","","TOTAL","FEMALE","2002","27"
"MDA","","TOTAL","FEMALE","2003","17"
"MDA","","TOTAL","FEMALE","2004","18"
"MDA","","TOTAL","FEMALE","2005","41"
"MDA","","TOTAL","FEMALE","2006","36"
"MDA","","TOTAL","FEMALE","2007","51"
"MDA","","TOTAL","FEMALE","2008","37"
"MDA","","TOTAL","FEMALE","2009","38"
"MDA","","TOTAL","FEMALE","2010","44"
"MDA","","TOTAL","FEMALE","2011","20"
"MDA","","TOTAL","FEMALE","2012","21"
"MDA","","TOTAL","FEMALE","2013","11"
"MDA","","TOTAL","FEMALE","2014","26"
"MDA","","TOTAL","FEMALE","2015","32"
"MDA","","TOTAL","FEMALE","2016","20"
"MDA","","TOTAL","FEMALE","2017","18"
"MDA","","TOTAL","FEMALE","2018","19"
"MKD","","TOTAL","FEMALE","1991","0"
"MKD","","TOTAL","FEMALE","1992","1"
"MKD","","TOTAL","FEMALE","1993","1"
"MKD","","TOTAL","FEMALE","1994","0"
"MKD","","TOTAL","FEMALE","1995","0"
"MKD","","TOTAL","FEMALE","1996","0"
"MKD","","TOTAL","FEMALE","1997","1"
"MKD","","TOTAL","FEMALE","1998","3"
"MKD","","TOTAL","FEMALE","1999","1"
"MKD","","TOTAL","FEMALE","2000","2"
"MKD","","TOTAL","FEMALE","2001","0"
"MKD","","TOTAL","FEMALE","2002","1"
"MKD","","TOTAL","FEMALE","2003","2"
"MKD","","TOTAL","FEMALE","2004","0"
"MKD","","TOTAL","FEMALE","2005","5"
"MKD","","TOTAL","FEMALE","2006","0"
"MKD","","TOTAL","FEMALE","2007","0"
"MKD","","TOTAL","FEMALE","2008","0"
"MKD","","TOTAL","FEMALE","2009","0"
"MKD","","TOTAL","FEMALE","2010","0"
"MKD","","TOTAL","FEMALE","2011","1"
"MKD","","TOTAL","FEMALE","2016","1"
"MKD","","TOTAL","FEMALE","2018","1"
"MKD","","TOTAL","FEMALE","2019","4"
"MLT","","TOTAL","FEMALE","1979","0"
"MLT","","TOTAL","FEMALE","1980","0"
"MLT","","TOTAL","FEMALE","1981","0"
"MLT","","TOTAL","FEMALE","1982","0"
"MLT","","TOTAL","FEMALE","1983","0"
"MLT","","TOTAL","FEMALE","1984","0"
"MLT","","TOTAL","FEMALE","1985","1"
"MLT","","TOTAL","FEMALE","1986","0"
"MLT","","TOTAL","FEMALE","1987","0"
"MLT","","TOTAL","FEMALE","1988","0"
"MLT","","TOTAL","FEMALE","1989","0"
"MLT","","TOTAL","FEMALE","1990","0"
"MLT","","TOTAL","FEMALE","1991","0"
"MLT","","TOTAL","FEMALE","1992","0"
"MLT","","TOTAL","FEMALE","1993","0"
"MLT","","TOTAL","FEMALE","1994","1"
"MLT","","TOTAL","FEMALE","1995","0"
"MLT","","TOTAL","FEMALE","1996","0"
"MLT","","TOTAL","FEMALE","1997","0"
"MLT","","TOTAL","FEMALE","1998","1"
"MLT","","TOTAL","FEMALE","1999","0"
"MLT","","TOTAL","FEMALE","2000","0"
"MLT","","TOTAL","FEMALE","2001","0"
"MLT","","TOTAL","FEMALE","2002","0"
"MLT","","TOTAL","FEMALE","2003","1"
"MLT","","TOTAL","FEMALE","2004","0"
"MLT","","TOTAL","FEMALE","2005","0"
"MLT","","TOTAL","FEMALE","2006","0"
"MLT","","TOTAL","FEMALE","2007","0"
"MLT","","TOTAL","FEMALE","2008","0"
"MLT","","TOTAL","FEMALE","2009","0"
"MLT","","TOTAL","FEMALE","2010","0"
"MLT","","TOTAL","FEMALE","2011","1"
"MLT","","TOTAL","FEMALE","2012","0"
"MLT","","TOTAL","FEMALE","2013","0"
"MLT","","TOTAL","FEMALE","2014","1"
"MNE","","TOTAL","FEMALE","2000","3"
"MNE","","TOTAL","FEMALE","2001","7"
"MNE","","TOTAL","FEMALE","2002","3"
"MNE","","TOTAL","FEMALE","2003","2"
"MNE","","TOTAL","FEMALE","2004","0"
"MNE","","TOTAL","FEMALE","2005","1"
"MNE","","TOTAL","FEMALE","2006","1"
"MNE","","TOTAL","FEMALE","2007","0"
"MNE","","TOTAL","FEMALE","2008","0"
