"Country or Area","Year","Item","Value"
"Armenia","1995","Gross Domestic Product (GDP)","412.9362183544"
"Armenia","1994","Gross Domestic Product (GDP)","372.668109183826"
"Armenia","1993","Gross Domestic Product (GDP)","338.041711866291"
"Armenia","1992","Gross Domestic Product (GDP)","350.246769920303"
"Armenia","1991","Gross Domestic Product (GDP)","580.948236816669"
"Armenia","1990","Gross Domestic Product (GDP)","647.179930758015"
"Belarus","2021","Gross Domestic Product (GDP)","7121.00468882456"
"Belarus","2020","Gross Domestic Product (GDP)","6370.49250092413"
"Belarus","2019","Gross Domestic Product (GDP)","6658.08998937656"
"Belarus","2018","Gross Domestic Product (GDP)","6191.59174029738"
"Belarus","2017","Gross Domestic Product (GDP)","5637.21856500439"
"Belarus","2016","Gross Domestic Product (GDP)","4915.843487464"
"Belarus","2015","Gross Domestic Product (GDP)","5819.71474778215"
"Belarus","2014","Gross Domestic Product (GDP)","8130.30457435098"
"Belarus","2013","Gross Domestic Product (GDP)","7793.46473354336"
"Belarus","2012","Gross Domestic Product (GDP)","6776.10991663247"
"Belarus","2011","Gross Domestic Product (GDP)","6362.67265292987"
"Belarus","2010","Gross Domestic Product (GDP)","5881.14218868711"
"Belarus","2009","Gross Domestic Product (GDP)","5213.64137606991"
"Belarus","2008","Gross Domestic Product (GDP)","6416.86703886436"
"Belarus","2007","Gross Domestic Product (GDP)","4763.61799650891"
"Belarus","2006","Gross Domestic Product (GDP)","3869.69652135355"
"Belarus","2005","Gross Domestic Product (GDP)","3143.58039511651"
"Belarus","2004","Gross Domestic Product (GDP)","2392.50736490487"
"Belarus","2003","Gross Domestic Product (GDP)","1830.77957180768"
"Belarus","2002","Gross Domestic Product (GDP)","1488.70656691815"
"Belarus","2001","Gross Domestic Product (GDP)","1252.08065354358"
"Belarus","2000","Gross Domestic Product (GDP)","1050.08579007663"
"Belarus","1999","Gross Domestic Product (GDP)","1217.37705946734"
"Belarus","1998","Gross Domestic Product (GDP)","1519.39160742841"
"Belarus","1997","Gross Domestic Product (GDP)","1401.27734535434"
"Belarus","1996","Gross Domestic Product (GDP)","1436.40172987962"
"Belarus","1995","Gross Domestic Product (GDP)","1369.15762566555"
"Belarus","1994","Gross Domestic Product (GDP)","1495.53429012426"
"Belarus","1993","Gross Domestic Product (GDP)","1657.17078461463"
"Belarus","1992","Gross Domestic Product (GDP)","1751.97077053085"
"Belarus","1991","Gross Domestic Product (GDP)","1899.07925024816"
"Belarus","1990","Gross Domestic Product (GDP)","1867.96625990613"
"Estonia","2021","Gross Domestic Product (GDP)","27990.6210290954"
"Estonia","2020","Gross Domestic Product (GDP)","23596.6280435775"
"Estonia","2019","Gross Domestic Product (GDP)","23421.9958186727"
"Estonia","2018","Gross Domestic Product (GDP)","23162.8533237043"
"Estonia","2017","Gross Domestic Product (GDP)","20435.2059035876"
"Estonia","2016","Gross Domestic Product (GDP)","18281.0338658085"
"Estonia","2015","Gross Domestic Product (GDP)","17404.9643305077"
"Estonia","2014","Gross Domestic Product (GDP)","20234.4098789591"
"Estonia","2013","Gross Domestic Product (GDP)","19050.8027362956"
"Estonia","2012","Gross Domestic Product (GDP)","17404.3850181761"
"Estonia","2011","Gross Domestic Product (GDP)","17465.0516491028"
"Estonia","2010","Gross Domestic Product (GDP)","14671.1241919646"
"Estonia","2009","Gross Domestic Product (GDP)","14717.8507243283"
"Estonia","2008","Gross Domestic Product (GDP)","18184.7465760996"
"Estonia","2007","Gross Domestic Product (GDP)","16742.3245510358"
"Estonia","2006","Gross Domestic Product (GDP)","12646.8591695766"
"Estonia","2005","Gross Domestic Product (GDP)","10411.5636130935"
"Estonia","2004","Gross Domestic Product (GDP)","8914.52573190761"
"Estonia","2003","Gross Domestic Product (GDP)","7203.95147408918"
"Estonia","2002","Gross Domestic Product (GDP)","5342.12042251518"
"Estonia","2001","Gross Domestic Product (GDP)","4506.44005152739"
"Estonia","2000","Gross Domestic Product (GDP)","4073.9509878466"
"Estonia","1999","Gross Domestic Product (GDP)","4106.77890039548"
"Estonia","1998","Gross Domestic Product (GDP)","4018.06059426489"
"Estonia","1997","Gross Domestic Product (GDP)","3626.04628834473"
"Estonia","1996","Gross Domestic Product (GDP)","3333.94094170716"
"Estonia","1995","Gross Domestic Product (GDP)","3080.90392064917"
"Estonia","1994","Gross Domestic Product (GDP)","2840.45999135087"
"Estonia","1993","Gross Domestic Product (GDP)","2783.44196732885"
"Estonia","1992","Gross Domestic Product (GDP)","2817.26975433086"
"Estonia","1991","Gross Domestic Product (GDP)","3437.82100980949"
"Estonia","1990","Gross Domestic Product (GDP)","3602.90669526977"
"Kazakhstan","2021","Gross Domestic Product (GDP)","10054.8900817298"
"Kazakhstan","2020","Gross Domestic Product (GDP)","9014.18302522247"
"Kazakhstan","2019","Gross Domestic Product (GDP)","9686.71674675051"
"Kazakhstan","2018","Gross Domestic Product (GDP)","9674.12988338566"
"Kazakhstan","2017","Gross Domestic Product (GDP)","9107.69767941843"
"Kazakhstan","2016","Gross Domestic Product (GDP)","7593.43516509154"
"Kazakhstan","2015","Gross Domestic Product (GDP)","10338.0435742772"
"Kazakhstan","2014","Gross Domestic Product (GDP)","12585.9403931964"
"Kazakhstan","2013","Gross Domestic Product (GDP)","13642.2379826682"
"Kazakhstan","2012","Gross Domestic Product (GDP)","12161.6221040984"
"Kazakhstan","2011","Gross Domestic Product (GDP)","11421.7261892927"
"Kazakhstan","2010","Gross Domestic Product (GDP)","8903.58428703886"
"Kazakhstan","2009","Gross Domestic Product (GDP)","7030.00201995031"
"Kazakhstan","2008","Gross Domestic Product (GDP)","8238.91020654203"
"Kazakhstan","2007","Gross Domestic Product (GDP)","6550.60755097641"
"Kazakhstan","2006","Gross Domestic Product (GDP)","5119.4561725652"
"Kazakhstan","2005","Gross Domestic Product (GDP)","3648.61822154933"
"Kazakhstan","2004","Gross Domestic Product (GDP)","2780.0450238862"
"Kazakhstan","2003","Gross Domestic Product (GDP)","2000.01730756363"
"Kazakhstan","2002","Gross Domestic Product (GDP)","1606.1448628442"
"Kazakhstan","2001","Gross Domestic Product (GDP)","1449.66140802676"
"Kazakhstan","2000","Gross Domestic Product (GDP)","1200.55702797381"
"Kazakhstan","1999","Gross Domestic Product (GDP)","1105.82951941546"
"Kazakhstan","1998","Gross Domestic Product (GDP)","1430.45638343128"
"Kazakhstan","1997","Gross Domestic Product (GDP)","1401.09524587989"
"Kazakhstan","1996","Gross Domestic Product (GDP)","1302.96308231023"
"Kazakhstan","1995","Gross Domestic Product (GDP)","1250.69705170161"
"Kazakhstan","1994","Gross Domestic Product (GDP)","1310.12957565751"
"Kazakhstan","1993","Gross Domestic Product (GDP)","1447.05579493215"
"Kazakhstan","1992","Gross Domestic Product (GDP)","1551.59610266893"
"Kazakhstan","1991","Gross Domestic Product (GDP)","1606.92773267661"
"Kazakhstan","1990","Gross Domestic Product (GDP)","1758.75947420768"
"Latvia","2021","Gross Domestic Product (GDP)","21267.46224347"
"Latvia","2020","Gross Domestic Product (GDP)","18239.7426761832"
"Latvia","2019","Gross Domestic Product (GDP)","17919.6323991868"
"Latvia","2018","Gross Domestic Product (GDP)","17786.9858573287"
"Latvia","2017","Gross Domestic Product (GDP)","15593.8403927397"
"Latvia","2016","Gross Domestic Product (GDP)","14220.8637714798"
"Latvia","2015","Gross Domestic Product (GDP)","13681.0965240821"
"Latvia","2014","Gross Domestic Product (GDP)","15586.5444034599"
"Latvia","2013","Gross Domestic Product (GDP)","14866.3992457487"
"Latvia","2012","Gross Domestic Product (GDP)","13719.9172449879"
"Latvia","2011","Gross Domestic Product (GDP)","13342.4182026272"
"Latvia","2010","Gross Domestic Product (GDP)","11403.1221945412"
"Latvia","2009","Gross Domestic Product (GDP)","12422.4284295482"
"Latvia","2008","Gross Domestic Product (GDP)","16672.2249995901"
"Latvia","2007","Gross Domestic Product (GDP)","14271.7405107997"
"Latvia","2006","Gross Domestic Product (GDP)","9787.30472054947"
"Latvia","2005","Gross Domestic Product (GDP)","7613.90658388501"
"Latvia","2004","Gross Domestic Product (GDP)","6377.90476697362"
"Latvia","2003","Gross Domestic Product (GDP)","5130.64694898361"
"Latvia","2002","Gross Domestic Product (GDP)","4108.49464163672"
"Latvia","2001","Gross Domestic Product (GDP)","3544.33899148246"
"Latvia","2000","Gross Domestic Product (GDP)","3326.65143118633"
"Latvia","1999","Gross Domestic Product (GDP)","3104.92295381771"
"Latvia","1998","Gross Domestic Product (GDP)","2910.5036124062"
"Latvia","1997","Gross Domestic Product (GDP)","2612.43692637964"
"Latvia","1996","Gross Domestic Product (GDP)","2357.62293332629"
"Latvia","1995","Gross Domestic Product (GDP)","2103.97039677236"
"Latvia","1994","Gross Domestic Product (GDP)","2028.10764622974"
"Latvia","1993","Gross Domestic Product (GDP)","1948.71055147085"
"Latvia","1992","Gross Domestic Product (GDP)","2215.91375484607"
"Latvia","1991","Gross Domestic Product (GDP)","3305.95149893365"
"Latvia","1990","Gross Domestic Product (GDP)","3555.64356633479"
"Lithuania","2021","Gross Domestic Product (GDP)","23844.1256495224"
"Lithuania","2020","Gross Domestic Product (GDP)","20156.4684848772"
"Lithuania","2019","Gross Domestic Product (GDP)","19217.2394022148"
"Lithuania","2018","Gross Domestic Product (GDP)","18688.8105847322"
"Lithuania","2017","Gross Domestic Product (GDP)","16443.2980191706"
"Lithuania","2016","Gross Domestic Product (GDP)","14663.5590393251"
"Lithuania","2015","Gross Domestic Product (GDP)","13975.0867481462"
"Lithuania","2014","Gross Domestic Product (GDP)","16218.936869552"
"Lithuania","2013","Gross Domestic Product (GDP)","15360.4914296739"
"Lithuania","2012","Gross Domestic Product (GDP)","14018.4988082522"
"Lithuania","2011","Gross Domestic Product (GDP)","14059.7061065315"
"Lithuania","2010","Gross Domestic Product (GDP)","11831.2328574576"
"Lithuania","2009","Gross Domestic Product (GDP)","11755.0791163584"
"Lithuania","2008","Gross Domestic Product (GDP)","14837.7873775292"
"Lithuania","2007","Gross Domestic Product (GDP)","12129.0447331003"
"Lithuania","2006","Gross Domestic Product (GDP)","9081.14351094195"
"Lithuania","2005","Gross Domestic Product (GDP)","7740.69542385984"
"Lithuania","2004","Gross Domestic Product (GDP)","6610.27739885719"
"Lithuania","2003","Gross Domestic Product (GDP)","5413.17849422684"
"Lithuania","2002","Gross Domestic Product (GDP)","4055.07406412236"
"Lithuania","2001","Gross Domestic Product (GDP)","3437.39055487114"
"Lithuania","2000","Gross Domestic Product (GDP)","3201.70480879046"
"Lithuania","1999","Gross Domestic Product (GDP)","3019.24648701247"
"Lithuania","1998","Gross Domestic Product (GDP)","3066.35120657154"
"Lithuania","1997","Gross Domestic Product (GDP)","2738.59017736901"
"Lithuania","1996","Gross Domestic Product (GDP)","2252.18008297641"
"Lithuania","1995","Gross Domestic Product (GDP)","1787.76645187013"
"Lithuania","1994","Gross Domestic Product (GDP)","1684.84662157827"
"Lithuania","1993","Gross Domestic Product (GDP)","1819.43855301391"
"Lithuania","1992","Gross Domestic Product (GDP)","2117.54322001849"
"Lithuania","1991","Gross Domestic Product (GDP)","2630.9360136551"
"Lithuania","1990","Gross Domestic Product (GDP)","2703.40454796966"
"Russian Federation","2021","Gross Domestic Product (GDP)","12258.7720197789"
"Russian Federation","2020","Gross Domestic Product (GDP)","10227.9164699323"
"Russian Federation","2019","Gross Domestic Product (GDP)","11617.1844603778"
"Russian Federation","2018","Gross Domestic Product (GDP)","11378.6659729545"
"Russian Federation","2017","Gross Domestic Product (GDP)","10822.7702499791"
"Russian Federation","2016","Gross Domestic Product (GDP)","8798.79940487206"
"Russian Federation","2015","Gross Domestic Product (GDP)","9424.87996336878"
"Russian Federation","2014","Gross Domestic Product (GDP)","14272.03531141"
"Russian Federation","2013","Gross Domestic Product (GDP)","15924.7016370399"
"Russian Federation","2012","Gross Domestic Product (GDP)","15374.9561173183"
"Russian Federation","2011","Gross Domestic Product (GDP)","14270.7723488906"
"Russian Federation","2010","Gross Domestic Product (GDP)","10749.9102420029"
"Russian Federation","2009","Gross Domestic Product (GDP)","8623.8036670827"
"Russian Federation","2008","Gross Domestic Product (GDP)","11720.9281582864"
"Russian Federation","2007","Gross Domestic Product (GDP)","9170.2644056918"
"Russian Federation","2006","Gross Domestic Product (GDP)","6973.85527991833"
"Russian Federation","2005","Gross Domestic Product (GDP)","5365.05674836042"
"Russian Federation","2004","Gross Domestic Product (GDP)","4133.77209978318"
"Russian Federation","2003","Gross Domestic Product (GDP)","2998.06961922061"
"Russian Federation","2002","Gross Domestic Product (GDP)","2389.91713207911"
"Russian Federation","2001","Gross Domestic Product (GDP)","2111.66761325676"
"Russian Federation","2000","Gross Domestic Product (GDP)","1781.24847960849"
"Russian Federation","1999","Gross Domestic Product (GDP)","1339.13204313858"
"Russian Federation","1998","Gross Domestic Product (GDP)","1847.88670645702"
"Russian Federation","1997","Gross Domestic Product (GDP)","2756.68555223552"
"Russian Federation","1996","Gross Domestic Product (GDP)","2663.91616872409"
"Russian Federation","1995","Gross Domestic Product (GDP)","2708.01015671625"
"Russian Federation","1994","Gross Domestic Product (GDP)","2760.7410484872"
"Russian Federation","1993","Gross Domestic Product (GDP)","3094.82560908906"
"Russian Federation","1992","Gross Domestic Product (GDP)","3315.06664851014"
"Russian Federation","1991","Gross Domestic Product (GDP)","3797.78752917599"
"Russian Federation","1990","Gross Domestic Product (GDP)","3878.64558197748"
"Ukraine","2021","Gross Domestic Product (GDP)","4596.34917496562"
"Ukraine","2020","Gross Domestic Product (GDP)","3566.81646784227"
"Ukraine","2019","Gross Domestic Product (GDP)","3480.64324137582"
"Ukraine","2018","Gross Domestic Product (GDP)","2944.88316768618"
"Ukraine","2017","Gross Domestic Product (GDP)","2510.01766224465"
"Ukraine","2016","Gross Domestic Product (GDP)","2082.27609489804"
"Ukraine","2015","Gross Domestic Product (GDP)","2023.69453109466"
"Ukraine","2014","Gross Domestic Product (GDP)","2957.02235769679"
"Ukraine","2013","Gross Domestic Product (GDP)","4045.9475540043"
"Ukraine","2012","Gross Domestic Product (GDP)","3871.29143470685"
"Ukraine","2011","Gross Domestic Product (GDP)","3584.67247611344"
"Ukraine","2010","Gross Domestic Product (GDP)","2977.30930051834"
"Ukraine","2009","Gross Domestic Product (GDP)","2650.28029993595"
"Ukraine","2008","Gross Domestic Product (GDP)","4083.76860075012"
"Ukraine","2007","Gross Domestic Product (GDP)","3211.4879840424"
"Ukraine","2006","Gross Domestic Product (GDP)","2401.34395020628"
"Ukraine","2005","Gross Domestic Product (GDP)","1902.23620298522"
"Ukraine","2004","Gross Domestic Product (GDP)","1422.2404149289"
"Ukraine","2003","Gross Domestic Product (GDP)","1092.52494503657"
"Ukraine","2002","Gross Domestic Product (GDP)","916.201259212254"
"Ukraine","2001","Gross Domestic Product (GDP)","811.928792745526"
"Ukraine","2000","Gross Domestic Product (GDP)","662.341330293939"
"Ukraine","1999","Gross Domestic Product (GDP)","663.128253377954"
"Ukraine","1998","Gross Domestic Product (GDP)","871.919769285102"
"Ukraine","1997","Gross Domestic Product (GDP)","1035.25256310012"
"Ukraine","1996","Gross Domestic Product (GDP)","911.687211715807"
"Ukraine","1995","Gross Domestic Product (GDP)","986.577383148465"
"Ukraine","1994","Gross Domestic Product (GDP)","1090.86391857428"
"Ukraine","1993","Gross Domestic Product (GDP)","1378.10903200687"
"Ukraine","1992","Gross Domestic Product (GDP)","1569.19383849828"
"Ukraine","1991","Gross Domestic Product (GDP)","1707.38749969665"
"Ukraine","1990","Gross Domestic Product (GDP)","1811.79566358533"

